Cond,CondTag,Item,1,2,3,4,5,6,7,8,9,10,11,12,13,sentence,question,correct,incorrect,ibex
exp.act.intr,4,224,When,did,the,musician,sing,at,radio,city,music,hall?,,,,When did the musician sing at radio city music hall?,Natural?,j,f,"[[""exp.act.intr.224"", 224], ""DashedSentence"", {s: ""When did the musician sing at radio city music hall?""}, ""Question"", { } ],"
exp.act.tran,3,226,What,did,the,seamstress,sew,for,the,historical,costumes?,,,,,What did the seamstress sew for the historical costumes?,Natural?,j,f,"[[""exp.act.tran.226"", 226], ""DashedSentence"", {s: ""What did the seamstress sew for the historical costumes?""}, ""Question"", { } ],"
exp.act.intr,4,226,When,did,the,seamstress,sew,for,the,historical,costumes?,,,,,When did the seamstress sew for the historical costumes?,Natural?,j,f,"[[""exp.act.intr.226"", 226], ""DashedSentence"", {s: ""When did the seamstress sew for the historical costumes?""}, ""Question"", { } ],"
exp.act.tran,3,227,What,did,the,inventor,sketch,in,the,park?,,,,,,What did the inventor sketch in the park?,Natural?,j,f,"[[""exp.act.tran.227"", 227], ""DashedSentence"", {s: ""What did the inventor sketch in the park?""}, ""Question"", { } ],"
exp.act.intr,4,227,When,did,the,inventor,sketch,in,the,park?,,,,,,When did the inventor sketch in the park?,Natural?,j,f,"[[""exp.act.intr.227"", 227], ""DashedSentence"", {s: ""When did the inventor sketch in the park?""}, ""Question"", { } ],"
exp.act.tran,3,228,What,did,the,minister,study,at,Cambridge,University?,,,,,,What did the minister study at Cambridge University?,Natural?,j,f,"[[""exp.act.tran.228"", 228], ""DashedSentence"", {s: ""What did the minister study at Cambridge University?""}, ""Question"", { } ],"
exp.act.intr,4,228,When,did,the,minister,study,at,Cambridge,University?,,,,,,When did the minister study at Cambridge University?,Natural?,j,f,"[[""exp.act.intr.228"", 228], ""DashedSentence"", {s: ""When did the minister study at Cambridge University?""}, ""Question"", { } ],"
exp.act.tran,3,229,What,did,the,janitor,sweep,for,the,landlady?,,,,,,What did the janitor sweep for the landlady?,Natural?,j,f,"[[""exp.act.tran.229"", 229], ""DashedSentence"", {s: ""What did the janitor sweep for the landlady?""}, ""Question"", { } ],"
exp.act.intr,4,229,When,did,the,janitor,sweep,for,the,landlady?,,,,,,When did the janitor sweep for the landlady?,Natural?,j,f,"[[""exp.act.intr.229"", 229], ""DashedSentence"", {s: ""When did the janitor sweep for the landlady?""}, ""Question"", { } ],"
exp.act.tran,3,230,What,did,the,mathematician,teach,in,San,Francisco?,,,,,,What did the mathematician teach in San Francisco?,Natural?,j,f,"[[""exp.act.tran.230"", 230], ""DashedSentence"", {s: ""What did the mathematician teach in San Francisco?""}, ""Question"", { } ],"
exp.act.intr,4,230,When,did,the,mathematician,teach,in,San,Francisco?,,,,,,When did the mathematician teach in San Francisco?,Natural?,j,f,"[[""exp.act.intr.230"", 230], ""DashedSentence"", {s: ""When did the mathematician teach in San Francisco?""}, ""Question"", { } ],"
exp.act.tran,3,231,What,did,the,editor,type,for,the,unconventional,writer?,,,,,What did the editor type for the unconventional writer?,Natural?,j,f,"[[""exp.act.tran.231"", 231], ""DashedSentence"", {s: ""What did the editor type for the unconventional writer?""}, ""Question"", { } ],"
exp.act.intr,4,231,When,did,the,editor,type,for,the,unconventional,writer?,,,,,When did the editor type for the unconventional writer?,Natural?,j,f,"[[""exp.act.intr.231"", 231], ""DashedSentence"", {s: ""When did the editor type for the unconventional writer?""}, ""Question"", { } ],"
exp.act.tran,3,232,What,did,the,courier,vacuum,after,the,delivery?,,,,,,What did the courier vacuum after the delivery?,Natural?,j,f,"[[""exp.act.tran.232"", 232], ""DashedSentence"", {s: ""What did the courier vacuum after the delivery?""}, ""Question"", { } ],"
exp.act.intr,4,232,When,did,the,courier,vacuum,after,the,delivery?,,,,,,When did the courier vacuum after the delivery?,Natural?,j,f,"[[""exp.act.intr.232"", 232], ""DashedSentence"", {s: ""When did the courier vacuum after the delivery?""}, ""Question"", { } ],"
exp.act.tran,3,234,What,did,the,woodworker,whittle,on,the,front,porch?,,,,,What did the woodworker whittle on the front porch?,Natural?,j,f,"[[""exp.act.tran.234"", 234], ""DashedSentence"", {s: ""What did the woodworker whittle on the front porch?""}, ""Question"", { } ],"
exp.act.intr,4,234,When,did,the,woodworker,whittle,on,the,front,porch?,,,,,When did the woodworker whittle on the front porch?,Natural?,j,f,"[[""exp.act.intr.234"", 234], ""DashedSentence"", {s: ""When did the woodworker whittle on the front porch?""}, ""Question"", { } ],"
exp.act.tran,3,235,What,did,the,class,weave,for,the,community,art,project?,,,,What did the class weave for the community art project?,Natural?,j,f,"[[""exp.act.tran.235"", 235], ""DashedSentence"", {s: ""What did the class weave for the community art project?""}, ""Question"", { } ],"
exp.act.intr,4,235,When,did,the,class,weave,for,the,community,art,project?,,,,When did the class weave for the community art project?,Natural?,j,f,"[[""exp.act.intr.235"", 235], ""DashedSentence"", {s: ""When did the class weave for the community art project?""}, ""Question"", { } ],"
exp.act.tran,3,236,What,did,the,journalist,write,for,the,New,Yorker?,,,,,What did the journalist write for the New Yorker?,Natural?,j,f,"[[""exp.act.tran.236"", 236], ""DashedSentence"", {s: ""What did the journalist write for the New Yorker?""}, ""Question"", { } ],"
exp.act.intr,4,236,When,did,the,journalist,write,for,the,New,Yorker?,,,,,When did the journalist write for the New Yorker?,Natural?,j,f,"[[""exp.act.intr.236"", 236], ""DashedSentence"", {s: ""When did the journalist write for the New Yorker?""}, ""Question"", { } ],"
exp.act.tran,3,239,What,did,the,hygienist,floss,at,the,dentist's?,,,,,,What did the hygienist floss at the dentist's?,Natural?,j,f,"[[""exp.act.tran.239"", 239], ""DashedSentence"", {s: ""What did the hygienist floss at the dentist's?""}, ""Question"", { } ],"
exp.act.intr,4,239,When,did,the,hygienist,floss,at,the,dentist's?,,,,,,When did the hygienist floss at the dentist's?,Natural?,j,f,"[[""exp.act.intr.239"", 239], ""DashedSentence"", {s: ""When did the hygienist floss at the dentist's?""}, ""Question"", { } ],"
exp.act.tran,3,241,What,did,the,author,read,to,the,elementary,students?,,,,,What did the author read to the elementary students?,Natural?,j,f,"[[""exp.act.tran.241"", 241], ""DashedSentence"", {s: ""What did the author read to the elementary students?""}, ""Question"", { } ],"
exp.act.intr,4,241,When,did,the,author,read,to,the,elementary,students?,,,,,When did the author read to the elementary students?,Natural?,j,f,"[[""exp.act.intr.241"", 241], ""DashedSentence"", {s: ""When did the author read to the elementary students?""}, ""Question"", { } ],"
exp.act.tran,3,243,What,did,the,landlord,plow,after,the,blizzard?,,,,,,What did the landlord plow after the blizzard?,Natural?,j,f,"[[""exp.act.tran.243"", 243], ""DashedSentence"", {s: ""What did the landlord plow after the blizzard?""}, ""Question"", { } ],"
exp.act.intr,4,243,When,did,the,landlord,plow,after,the,blizzard?,,,,,,When did the landlord plow after the blizzard?,Natural?,j,f,"[[""exp.act.intr.243"", 243], ""DashedSentence"", {s: ""When did the landlord plow after the blizzard?""}, ""Question"", { } ],"
exp.act.tran,3,245,What,did,the,choir,sing,at,the,spring,concert?,,,,,What did the choir sing at the spring concert?,Natural?,j,f,"[[""exp.act.tran.245"", 245], ""DashedSentence"", {s: ""What did the choir sing at the spring concert?""}, ""Question"", { } ],"
exp.act.intr,4,245,When,did,the,choir,sing,at,the,spring,concert?,,,,,When did the choir sing at the spring concert?,Natural?,j,f,"[[""exp.act.intr.245"", 245], ""DashedSentence"", {s: ""When did the choir sing at the spring concert?""}, ""Question"", { } ],"
exp.act.tran,3,247,What,did,the,cartoonist,sketch,for,the,comic,magazine?,,,,,What did the cartoonist sketch for the comic magazine?,Natural?,j,f,"[[""exp.act.tran.247"", 247], ""DashedSentence"", {s: ""What did the cartoonist sketch for the comic magazine?""}, ""Question"", { } ],"
exp.act.intr,4,247,When,did,the,cartoonist,sketch,for,the,comic,magazine?,,,,,When did the cartoonist sketch for the comic magazine?,Natural?,j,f,"[[""exp.act.intr.247"", 247], ""DashedSentence"", {s: ""When did the cartoonist sketch for the comic magazine?""}, ""Question"", { } ],"
exp.act.tran,3,250,What,did,the,landscaper,mow,in,the,backyard?,,,,,,What did the landscaper mow in the backyard?,Natural?,j,f,"[[""exp.act.tran.250"", 250], ""DashedSentence"", {s: ""What did the landscaper mow in the backyard?""}, ""Question"", { } ],"
exp.act.intr,4,250,When,did,the,landscaper,mow,in,the,backyard?,,,,,,When did the landscaper mow in the backyard?,Natural?,j,f,"[[""exp.act.intr.250"", 250], ""DashedSentence"", {s: ""When did the landscaper mow in the backyard?""}, ""Question"", { } ],"
exp.act.tran,3,253,What,did,the,illustrator,draw,for,a,children's,book?,,,,,What did the illustrator draw for a children's book?,Natural?,j,f,"[[""exp.act.tran.253"", 253], ""DashedSentence"", {s: ""What did the illustrator draw for a children's book?""}, ""Question"", { } ],"
exp.act.intr,4,253,When,did,the,illustrator,draw,for,a,children's,book?,,,,,When did the illustrator draw for a children's book?,Natural?,j,f,"[[""exp.act.intr.253"", 253], ""DashedSentence"", {s: ""When did the illustrator draw for a children's book?""}, ""Question"", { } ],"
exp.act.tran,3,254,What,did,the,handyman,paint,in,the,auto,body,shop?,,,,What did the handyman paint in the auto body shop?,Natural?,j,f,"[[""exp.act.tran.254"", 254], ""DashedSentence"", {s: ""What did the handyman paint in the auto body shop?""}, ""Question"", { } ],"
exp.act.intr,4,254,When,did,the,handyman,paint,in,the,auto,body,shop?,,,,When did the handyman paint in the auto body shop?,Natural?,j,f,"[[""exp.act.intr.254"", 254], ""DashedSentence"", {s: ""When did the handyman paint in the auto body shop?""}, ""Question"", { } ],"
exp.act.tran,3,257,What,did,the,pianist,play,in,the,music,competition?,,,,,What did the pianist play in the music competition?,Natural?,j,f,"[[""exp.act.tran.257"", 257], ""DashedSentence"", {s: ""What did the pianist play in the music competition?""}, ""Question"", { } ],"
exp.act.intr,4,257,When,did,the,pianist,play,in,the,music,competition?,,,,,When did the pianist play in the music competition?,Natural?,j,f,"[[""exp.act.intr.257"", 257], ""DashedSentence"", {s: ""When did the pianist play in the music competition?""}, ""Question"", { } ],"
exp.act.tran,3,258,What,did,the,jeweler,sculpt,for,the,final,project?,,,,,What did the jeweler sculpt for the final project?,Natural?,j,f,"[[""exp.act.tran.258"", 258], ""DashedSentence"", {s: ""What did the jeweler sculpt for the final project?""}, ""Question"", { } ],"
exp.act.intr,4,258,When,did,the,jeweler,sculpt,for,the,final,project?,,,,,When did the jeweler sculpt for the final project?,Natural?,j,f,"[[""exp.act.intr.258"", 258], ""DashedSentence"", {s: ""When did the jeweler sculpt for the final project?""}, ""Question"", { } ],"
exp.act.tran,3,260,What,did,the,associate,knit,between,working,double,shifts?,,,,,What did the associate knit between working double shifts?,Natural?,j,f,"[[""exp.act.tran.260"", 260], ""DashedSentence"", {s: ""What did the associate knit between working double shifts?""}, ""Question"", { } ],"
exp.act.intr,4,260,When,did,the,associate,knit,between,working,double,shifts?,,,,,When did the associate knit between working double shifts?,Natural?,j,f,"[[""exp.act.intr.260"", 260], ""DashedSentence"", {s: ""When did the associate knit between working double shifts?""}, ""Question"", { } ],"
exp.act.tran,3,261,What,did,the,father,shave,in,front,of,the,mirror?,,,,What did the father shave in front of the mirror?,Natural?,j,f,"[[""exp.act.tran.261"", 261], ""DashedSentence"", {s: ""What did the father shave in front of the mirror?""}, ""Question"", { } ],"
exp.act.intr,4,261,When,did,the,father,shave,in,front,of,the,mirror?,,,,When did the father shave in front of the mirror?,Natural?,j,f,"[[""exp.act.intr.261"", 261], ""DashedSentence"", {s: ""When did the father shave in front of the mirror?""}, ""Question"", { } ],"
exp.act.tran,3,262,What,did,the,third-grader,write,on,the,chalkboard?,,,,,,What did the third-grader write on the chalkboard?,Natural?,j,f,"[[""exp.act.tran.262"", 262], ""DashedSentence"", {s: ""What did the third-grader write on the chalkboard?""}, ""Question"", { } ],"
exp.act.intr,4,262,When,did,the,third-grader,write,on,the,chalkboard?,,,,,,When did the third-grader write on the chalkboard?,Natural?,j,f,"[[""exp.act.intr.262"", 262], ""DashedSentence"", {s: ""When did the third-grader write on the chalkboard?""}, ""Question"", { } ],"
exp.act.tran,3,263,What,did,the,teenager,eat,in,the,lunchroom?,,,,,,What did the teenager eat in the lunchroom?,Natural?,j,f,"[[""exp.act.tran.263"", 263], ""DashedSentence"", {s: ""What did the teenager eat in the lunchroom?""}, ""Question"", { } ],"
exp.act.intr,4,263,When,did,the,teenager,eat,in,the,lunchroom?,,,,,,When did the teenager eat in the lunchroom?,Natural?,j,f,"[[""exp.act.intr.263"", 263], ""DashedSentence"", {s: ""When did the teenager eat in the lunchroom?""}, ""Question"", { } ],"
exp.act.tran,3,264,What,did,the,birds,drink,from,the,waterfall?,,,,,,What did the birds drink from the waterfall?,Natural?,j,f,"[[""exp.act.tran.264"", 264], ""DashedSentence"", {s: ""What did the birds drink from the waterfall?""}, ""Question"", { } ],"
exp.act.intr,4,264,When,did,the,birds,drink,from,the,waterfall?,,,,,,When did the birds drink from the waterfall?,Natural?,j,f,"[[""exp.act.intr.264"", 264], ""DashedSentence"", {s: ""When did the birds drink from the waterfall?""}, ""Question"", { } ],"
exp.act.tran,3,266,What,did,the,secretary,dust,off,the,filing,cabinets?,,,,,What did the secretary dust off the filing cabinets?,Natural?,j,f,"[[""exp.act.tran.266"", 266], ""DashedSentence"", {s: ""What did the secretary dust off the filing cabinets?""}, ""Question"", { } ],"
exp.act.intr,4,266,When,did,the,secretary,dust,off,the,filing,cabinets?,,,,,When did the secretary dust off the filing cabinets?,Natural?,j,f,"[[""exp.act.intr.266"", 266], ""DashedSentence"", {s: ""When did the secretary dust off the filing cabinets?""}, ""Question"", { } ],"
exp.act.tran,3,267,What,did,the,shoe shiner,polish,at,the,airport?,,,,,,What did the shoe shiner polish at the airport?,Natural?,j,f,"[[""exp.act.tran.267"", 267], ""DashedSentence"", {s: ""What did the shoe shiner polish at the airport?""}, ""Question"", { } ],"
exp.act.intr,4,267,When,did,the,shoe shiner,polish,at,the,airport?,,,,,,When did the shoe shiner polish at the airport?,Natural?,j,f,"[[""exp.act.intr.267"", 267], ""DashedSentence"", {s: ""When did the shoe shiner polish at the airport?""}, ""Question"", { } ],"
exp.act.tran,3,268,What,did,the,babysitter,hum,for,the,infant?,,,,,,What did the babysitter hum for the infant?,Natural?,j,f,"[[""exp.act.tran.268"", 268], ""DashedSentence"", {s: ""What did the babysitter hum for the infant?""}, ""Question"", { } ],"
exp.act.intr,4,268,When,did,the,babysitter,hum,for,the,infant?,,,,,,When did the babysitter hum for the infant?,Natural?,j,f,"[[""exp.act.intr.268"", 268], ""DashedSentence"", {s: ""When did the babysitter hum for the infant?""}, ""Question"", { } ],"
exp.act.tran,3,279,What,did,the,waitress,clean,off,the,table?,,,,,,What did the waitress clean off the table?,Natural?,j,f,"[[""exp.act.tran.279"", 279], ""DashedSentence"", {s: ""What did the waitress clean off the table?""}, ""Question"", { } ],"
exp.act.intr,4,279,When,did,the,waitress,clean,off,the,table?,,,,,,When did the waitress clean off the table?,Natural?,j,f,"[[""exp.act.intr.279"", 279], ""DashedSentence"", {s: ""When did the waitress clean off the table?""}, ""Question"", { } ],"
exp.act.tran,3,281,What,did,the,busboy,wash,off,the,dishes?,,,,,,What did the busboy wash off the dishes?,Natural?,j,f,"[[""exp.act.tran.281"", 281], ""DashedSentence"", {s: ""What did the busboy wash off the dishes?""}, ""Question"", { } ],"
exp.act.intr,4,281,When,did,the,busboy,wash,off,the,dishes?,,,,,,When did the busboy wash off the dishes?,Natural?,j,f,"[[""exp.act.intr.281"", 281], ""DashedSentence"", {s: ""When did the busboy wash off the dishes?""}, ""Question"", { } ],"
exp.act.tran,3,282,What,did,the,housekeeper,vacuum,on,the,second-floor?,,,,,,What did the housekeeper vacuum on the second-floor?,Natural?,j,f,"[[""exp.act.tran.282"", 282], ""DashedSentence"", {s: ""What did the housekeeper vacuum on the second-floor?""}, ""Question"", { } ],"
exp.act.intr,4,282,When,did,the,housekeeper,vacuum,on,the,second-floor?,,,,,,When did the housekeeper vacuum on the second-floor?,Natural?,j,f,"[[""exp.act.intr.282"", 282], ""DashedSentence"", {s: ""When did the housekeeper vacuum on the second-floor?""}, ""Question"", { } ],"
exp.act.tran,3,283,What,did,the,doctor,floss,at,the,orthodontist's,office?,,,,,What did the doctor floss at the orthodontist's office?,Natural?,j,f,"[[""exp.act.tran.283"", 283], ""DashedSentence"", {s: ""What did the doctor floss at the orthodontist's office?""}, ""Question"", { } ],"
exp.act.intr,4,283,When,did,the,doctor,floss,at,the,orthodontist's,office?,,,,,When did the doctor floss at the orthodontist's office?,Natural?,j,f,"[[""exp.act.intr.283"", 283], ""DashedSentence"", {s: ""When did the doctor floss at the orthodontist's office?""}, ""Question"", { } ],"
exp.act.tran,3,284,What,did,the,masseuse,knead,at,the,spa?,,,,,,What did the masseuse knead at the spa?,Natural?,j,f,"[[""exp.act.tran.284"", 284], ""DashedSentence"", {s: ""What did the masseuse knead at the spa?""}, ""Question"", { } ],"
exp.act.intr,4,284,When,did,the,masseuse,knead,at,the,spa?,,,,,,When did the masseuse knead at the spa?,Natural?,j,f,"[[""exp.act.intr.284"", 284], ""DashedSentence"", {s: ""When did the masseuse knead at the spa?""}, ""Question"", { } ],"
husb.coerce.crc,102,301,The,eager,pilot,mastered,the,airplane,after,completing,his,training.,,,,The eager pilot mastered the airplane after completing his training.,Natural?,j,f,"[[""husb.coerce.crc.301"", 301], ""DashedSentence"", {s: ""The eager pilot mastered the airplane after completing his training.""}, ""Question"", { } ],"
husb.coerce.anom,101,301,The,eager,pilot,amazed,the,airplane,after,completing,his,training.,,,,The eager pilot amazed the airplane after completing his training.,Natural?,f,j,"[[""husb.coerce.anom.301"", 301], ""DashedSentence"", {s: ""The eager pilot amazed the airplane after completing his training.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,301,The,eager,pilot,flew,the,airplane,after,completing,his,training.,,,,The eager pilot flew the airplane after completing his training.,Natural?,j,f,"[[""husb.coerce.ctrl.301"", 301], ""DashedSentence"", {s: ""The eager pilot flew the airplane after completing his training.""}, ""Question"", { } ],"
husb.coerce.intens,104,301,The,eager,pilot,wanted,the,airplane,after,completing,his,training.,,,,The eager pilot wanted the airplane after completing his training.,Natural?,j,f,"[[""husb.coerce.intens.301"", 301], ""DashedSentence"", {s: ""The eager pilot wanted the airplane after completing his training.""}, ""Question"", { } ],"
husb.coerce.anom,101,302,The,overworked,journalist,astonished,the,article,before,he,took,a,lunch,break.,,The overworked journalist astonished the article before he took a lunch break.,Natural?,f,j,"[[""husb.coerce.anom.302"", 302], ""DashedSentence"", {s: ""The overworked journalist astonished the article before he took a lunch break.""}, ""Question"", { } ],"
husb.coerce.intens,104,302,The,overworked,journalist,needed,the,article,before,he,took,a,lunch,break.,,The overworked journalist needed the article before he took a lunch break.,Natural?,j,f,"[[""husb.coerce.intens.302"", 302], ""DashedSentence"", {s: ""The overworked journalist needed the article before he took a lunch break.""}, ""Question"", { } ],"
husb.coerce.crc,102,302,The,overworked,journalist,began,the,article,before,he,took,a,lunch,break.,,The overworked journalist began the article before he took a lunch break.,Natural?,j,f,"[[""husb.coerce.crc.302"", 302], ""DashedSentence"", {s: ""The overworked journalist began the article before he took a lunch break.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,302,The,overworked,journalist,wrote,the,article,before,he,took,a,lunch,break.,,The overworked journalist wrote the article before he took a lunch break.,Natural?,j,f,"[[""husb.coerce.ctrl.302"", 302], ""DashedSentence"", {s: ""The overworked journalist wrote the article before he took a lunch break.""}, ""Question"", { } ],"
husb.coerce.intens,104,303,The,healthy,baby,wanted,the,banana,after,eating,the,pudding.,,,,The healthy baby wanted the banana after eating the pudding.,Natural?,j,f,"[[""husb.coerce.intens.303"", 303], ""DashedSentence"", {s: ""The healthy baby wanted the banana after eating the pudding.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,303,The,healthy,baby,ate,the,banana,after,eating,the,pudding.,,,,The healthy baby ate the banana after eating the pudding.,Natural?,j,f,"[[""husb.coerce.ctrl.303"", 303], ""DashedSentence"", {s: ""The healthy baby ate the banana after eating the pudding.""}, ""Question"", { } ],"
husb.coerce.anom,101,303,The,healthy,baby,panicked,the,banana,after,eating,the,pudding.,,,,The healthy baby panicked the banana after eating the pudding.,Natural?,f,j,"[[""husb.coerce.anom.303"", 303], ""DashedSentence"", {s: ""The healthy baby panicked the banana after eating the pudding.""}, ""Question"", { } ],"
husb.coerce.crc,102,303,The,healthy,baby,tried,the,banana,after,eating,the,pudding.,,,,The healthy baby tried the banana after eating the pudding.,Natural?,j,f,"[[""husb.coerce.crc.303"", 303], ""DashedSentence"", {s: ""The healthy baby tried the banana after eating the pudding.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,304,The,new,gymnast,walked,the,beam,after,her,floor,exercise.,,,,The new gymnast walked the beam after her floor exercise.,Natural?,j,f,"[[""husb.coerce.ctrl.304"", 304], ""DashedSentence"", {s: ""The new gymnast walked the beam after her floor exercise.""}, ""Question"", { } ],"
husb.coerce.crc,102,304,The,new,gymnast,attempted,the,beam,after,her,floor,exercise.,,,,The new gymnast attempted the beam after her floor exercise.,Natural?,j,f,"[[""husb.coerce.crc.304"", 304], ""DashedSentence"", {s: ""The new gymnast attempted the beam after her floor exercise.""}, ""Question"", { } ],"
husb.coerce.intens,104,304,The,new,gymnast,needed,the,beam,after,her,floor,exercise.,,,,The new gymnast needed the beam after her floor exercise.,Natural?,j,f,"[[""husb.coerce.intens.304"", 304], ""DashedSentence"", {s: ""The new gymnast needed the beam after her floor exercise.""}, ""Question"", { } ],"
husb.coerce.anom,101,304,The,new,gymnast,alarmed,the,beam,after,her,floor,exercise.,,,,The new gymnast alarmed the beam after her floor exercise.,Natural?,f,j,"[[""husb.coerce.anom.304"", 304], ""DashedSentence"", {s: ""The new gymnast alarmed the beam after her floor exercise.""}, ""Question"", { } ],"
husb.coerce.crc,102,305,The,distracted,baker,finished,the,cake,while,watching,his,soap,opera.,,,The distracted baker finished the cake while watching his soap opera.,Natural?,j,f,"[[""husb.coerce.crc.305"", 305], ""DashedSentence"", {s: ""The distracted baker finished the cake while watching his soap opera.""}, ""Question"", { } ],"
husb.coerce.anom,101,305,The,distracted,baker,panicked,the,cake,while,watching,his,soap,opera.,,,The distracted baker panicked the cake while watching his soap opera.,Natural?,f,j,"[[""husb.coerce.anom.305"", 305], ""DashedSentence"", {s: ""The distracted baker panicked the cake while watching his soap opera.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,305,The,distracted,baker,frosted,the,cake,while,watching,his,soap,opera.,,,The distracted baker frosted the cake while watching his soap opera.,Natural?,j,f,"[[""husb.coerce.ctrl.305"", 305], ""DashedSentence"", {s: ""The distracted baker frosted the cake while watching his soap opera.""}, ""Question"", { } ],"
husb.coerce.intens,104,305,The,distracted,baker,wanted,the,cake,while,watching,his,soap,opera.,,,The distracted baker wanted the cake while watching his soap opera.,Natural?,j,f,"[[""husb.coerce.intens.305"", 305], ""DashedSentence"", {s: ""The distracted baker wanted the cake while watching his soap opera.""}, ""Question"", { } ],"
husb.coerce.anom,101,306,The,young,pastor,terrified,the,collar,while,preaching,his,first,service.,,,The young pastor terrified the collar while preaching his first service.,Natural?,f,j,"[[""husb.coerce.anom.306"", 306], ""DashedSentence"", {s: ""The young pastor terrified the collar while preaching his first service.""}, ""Question"", { } ],"
husb.coerce.intens,104,306,The,young,pastor,needed,the,collar,while,preaching,his,first,service.,,,The young pastor needed the collar while preaching his first service.,Natural?,j,f,"[[""husb.coerce.intens.306"", 306], ""DashedSentence"", {s: ""The young pastor needed the collar while preaching his first service.""}, ""Question"", { } ],"
husb.coerce.crc,102,306,The,young,pastor,endured,the,collar,while,preaching,his,first,service.,,,The young pastor endured the collar while preaching his first service.,Natural?,j,f,"[[""husb.coerce.crc.306"", 306], ""DashedSentence"", {s: ""The young pastor endured the collar while preaching his first service.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,306,The,young,pastor,wore,the,collar,while,preaching,his,first,service.,,,The young pastor wore the collar while preaching his first service.,Natural?,j,f,"[[""husb.coerce.ctrl.306"", 306], ""DashedSentence"", {s: ""The young pastor wore the collar while preaching his first service.""}, ""Question"", { } ],"
husb.coerce.intens,104,307,The,highschool,student,wanted,the,comic,during,his,algebra,class.,,,,The highschool student wanted the comic during his algebra class.,Natural?,j,f,"[[""husb.coerce.intens.307"", 307], ""DashedSentence"", {s: ""The highschool student wanted the comic during his algebra class.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,307,The,highschool,student,drew,the,comic,during,his,algebra,class.,,,,The highschool student drew the comic during his algebra class.,Natural?,j,f,"[[""husb.coerce.ctrl.307"", 307], ""DashedSentence"", {s: ""The highschool student drew the comic during his algebra class.""}, ""Question"", { } ],"
husb.coerce.anom,101,307,The,highschool,student,panicked,the,comic,during,his,algebra,class.,,,,The highschool student panicked the comic during his algebra class.,Natural?,f,j,"[[""husb.coerce.anom.307"", 307], ""DashedSentence"", {s: ""The highschool student panicked the comic during his algebra class.""}, ""Question"", { } ],"
husb.coerce.crc,102,307,The,highschool,student,completed,the,comic,during,his,algebra,class.,,,,The highschool student completed the comic during his algebra class.,Natural?,j,f,"[[""husb.coerce.crc.307"", 307], ""DashedSentence"", {s: ""The highschool student completed the comic during his algebra class.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,308,The,competent,assistant,made,the,copies,before,the,shareholder,meeting.,,,,The competent assistant made the copies before the shareholder meeting.,Natural?,j,f,"[[""husb.coerce.ctrl.308"", 308], ""DashedSentence"", {s: ""The competent assistant made the copies before the shareholder meeting.""}, ""Question"", { } ],"
husb.coerce.crc,102,308,The,competent,assistant,completed,the,copies,before,the,shareholder,meeting.,,,,The competent assistant completed the copies before the shareholder meeting.,Natural?,j,f,"[[""husb.coerce.crc.308"", 308], ""DashedSentence"", {s: ""The competent assistant completed the copies before the shareholder meeting.""}, ""Question"", { } ],"
husb.coerce.intens,104,308,The,competent,assistant,needed,the,copies,before,the,shareholder,meeting.,,,,The competent assistant needed the copies before the shareholder meeting.,Natural?,j,f,"[[""husb.coerce.intens.308"", 308], ""DashedSentence"", {s: ""The competent assistant needed the copies before the shareholder meeting.""}, ""Question"", { } ],"
husb.coerce.anom,101,308,The,competent,assistant,offended,the,copies,before,the,shareholder,meeting.,,,,The competent assistant offended the copies before the shareholder meeting.,Natural?,f,j,"[[""husb.coerce.anom.308"", 308], ""DashedSentence"", {s: ""The competent assistant offended the copies before the shareholder meeting.""}, ""Question"", { } ],"
husb.coerce.crc,102,309,The,little,toddler,enjoyed,the,cupcake,after,finishing,his,lunch.,,,,The little toddler enjoyed the cupcake after finishing his lunch.,Natural?,j,f,"[[""husb.coerce.crc.309"", 309], ""DashedSentence"", {s: ""The little toddler enjoyed the cupcake after finishing his lunch.""}, ""Question"", { } ],"
husb.coerce.anom,101,309,The,little,toddler,comforted,the,cupcake,after,finishing,his,lunch.,,,,The little toddler comforted the cupcake after finishing his lunch.,Natural?,f,j,"[[""husb.coerce.anom.309"", 309], ""DashedSentence"", {s: ""The little toddler comforted the cupcake after finishing his lunch.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,309,The,little,toddler,ate,the,cupcake,after,finishing,his,lunch.,,,,The little toddler ate the cupcake after finishing his lunch.,Natural?,j,f,"[[""husb.coerce.ctrl.309"", 309], ""DashedSentence"", {s: ""The little toddler ate the cupcake after finishing his lunch.""}, ""Question"", { } ],"
husb.coerce.intens,104,309,The,little,toddler,wanted,the,cupcake,after,finishing,his,lunch.,,,,The little toddler wanted the cupcake after finishing his lunch.,Natural?,j,f,"[[""husb.coerce.intens.309"", 309], ""DashedSentence"", {s: ""The little toddler wanted the cupcake after finishing his lunch.""}, ""Question"", { } ],"
